Date,Close/Last,Volume,Open,High,Low
08/14/2020,$9.41,11318430,$9.56,$9.62,$9.365
08/13/2020,$9.62,32146500,$9.41,$9.68,$9.38
08/12/2020,$9.28,11904830,$9.19,$9.33,$9.13
08/11/2020,$9.09,12053760,$9.21,$9.23,$9.02
08/10/2020,$9.13,12743790,$9.09,$9.16,$9.05
08/07/2020,$9.1,12132190,$9.02,$9.18,$9.02
08/06/2020,$9.1,13275280,$8.98,$9.12,$8.8618
08/05/2020,$8.88,27858010,$9.08,$9.12,$8.86
08/04/2020,$9.04,19628260,$9.12,$9.25,$9.01
08/03/2020,$9.1,16215030,$9.3,$9.3234,$9.04
07/31/2020,$9.35,28842920,$9.25,$9.425,$9.04
07/30/2020,$9.28,22771990,$9.14,$9.53,$9.04
07/29/2020,$9.2,24426940,$9,$9.215,$8.81
07/28/2020,$8.94,18525580,$9.05,$9.25,$8.935
07/27/2020,$9.05,29504250,$9.49,$9.58,$9.045
07/24/2020,$9.36,22411530,$9.47,$9.54,$9.36
07/23/2020,$9.47,20477050,$9.46,$9.59,$9.38
07/22/2020,$9.5,21920170,$9.45,$9.565,$9.36
07/21/2020,$9.49,28010620,$9.3,$9.56,$9.25
07/20/2020,$9.33,17643390,$9.11,$9.425,$9.075
07/17/2020,$9.22,19241990,$8.92,$9.28,$8.88
07/16/2020,$9.02,17867180,$9.19,$9.19,$8.93
07/15/2020,$9.2,19555570,$9.42,$9.5,$9.17
07/14/2020,$9.36,16119460,$8.97,$9.36,$8.9
07/13/2020,$9.06,25794320,$9.05,$9.26,$9
07/10/2020,$9.09,27365710,$8.5,$9.125,$8.5
07/09/2020,$8.59,40544860,$8.72,$8.78,$8.35
07/08/2020,$8.78,32268940,$8.99,$9.03,$8.6
07/07/2020,$8.96,29390570,$9.07,$9.18,$8.86
07/06/2020,$9.15,35122200,$9.63,$9.66,$8.93
07/02/2020,$9.45,67873530,$9.21,$9.65,$9.05
07/01/2020,$9.03,67167890,$8.94,$9.09,$8.85
06/30/2020,$8.87,55881420,$9.03,$9.17,$8.65
06/29/2020,$9.06,38401980,$9.11,$9.29,$8.9
06/26/2020,$9.13,164312500,$9.73,$10.065,$9.01
06/25/2020,$9.73,38937220,$9.72,$9.99,$9.29
06/24/2020,$9.8,27727310,$9.83,$10,$9.6
06/23/2020,$9.91,17690970,$10.04,$10.14,$9.48
06/22/2020,$9.97,12541750,$10.4,$10.7,$9.94
06/19/2020,$10.22,20299500,$10.89,$10.9399,$10.07
06/18/2020,$10.8,5921571,$10.89,$11.02,$10.76
06/17/2020,$11.05,10176750,$11.1,$11.16,$10.89
06/16/2020,$10.95,14839900,$11.23,$11.27,$10.78
06/15/2020,$10.98,8984855,$10.78,$11.02,$10.63
06/12/2020,$11.02,19443540,$11.26,$11.42,$10.65
06/11/2020,$11,26889960,$11.54,$11.81,$10.875
06/10/2020,$12.04,12711100,$11.85,$12.125,$11.425
06/09/2020,$11.81,12466930,$12.66,$12.66,$11.63
06/08/2020,$12.57,19534210,$13.02,$13.08,$12.145
06/05/2020,$12.52,18177080,$12.16,$13.34,$12.04
06/04/2020,$11.87,9058526,$11.85,$12.045,$11.61
06/03/2020,$11.83,5755386,$11.8,$12.1299,$11.78
06/02/2020,$11.84,5010913,$11.87,$12,$11.64
06/01/2020,$11.87,5681833,$11.52,$11.96,$11.51
05/29/2020,$11.86,13541030,$12.11,$12.18,$11.44
05/28/2020,$11.68,12178940,$11.13,$11.77,$10.86
05/27/2020,$10.93,13908580,$11.18,$11.3,$10.68
05/26/2020,$11.08,28100830,$12.02,$12.06,$10.74
05/22/2020,$11.7,12337760,$11.83,$12,$11.46
05/21/2020,$11.83,7865030,$12.02,$12.195,$11.81
05/20/2020,$12,8400595,$12.18,$12.38,$11.98
05/19/2020,$11.86,9749045,$12.14,$12.68,$11.63
05/18/2020,$12.27,8964366,$12,$12.32,$11.91
05/15/2020,$11.33,11449720,$11.14,$11.35,$10.9
05/14/2020,$11.1,7110319,$10.9,$11.14,$10.48
05/13/2020,$11.11,7183749,$11.03,$11.14,$10.75
05/12/2020,$11.19,6999619,$11.32,$11.45,$11.035
05/11/2020,$11.3,5552040,$11.5,$11.52,$10.99
05/08/2020,$11.59,5692910,$11.27,$11.63,$11.104
05/07/2020,$11.14,6543961,$11.56,$11.7292,$11.02
05/06/2020,$11.49,7754721,$11.94,$12.12,$11.34
05/05/2020,$11.81,11192690,$11.58,$11.93,$11.36
05/04/2020,$11,10338620,$10.61,$11.18,$10.278
05/01/2020,$10.14,7936091,$10.35,$10.63,$9.94
04/30/2020,$10.64,5889439,$10.4,$10.71,$10.305
04/29/2020,$10.51,6230499,$11.18,$11.25,$10.5
04/28/2020,$10.92,6763470,$10.65,$11.005,$10.55
04/27/2020,$10.48,9804846,$10.72,$10.83,$10.47
04/24/2020,$10.61,8508681,$11,$11.06,$10.47
04/23/2020,$11,4020718,$11.1,$11.25,$10.88
04/22/2020,$11,5212480,$10.97,$11.15,$10.76
04/21/2020,$10.84,6387881,$10.82,$11.12,$10.32
04/20/2020,$11.14,3244999,$10.95,$11.3514,$10.77
04/17/2020,$11.41,6327812,$11.62,$11.64,$10.96
04/16/2020,$11.13,5524066,$11.5,$11.5601,$11.009
04/15/2020,$11.31,9055056,$11.34,$11.87,$11.05
04/14/2020,$11.96,7385771,$12,$12.25,$11.77
04/13/2020,$11.6,7140965,$11.82,$11.91,$10.925
04/09/2020,$11.99,19683240,$11.46,$12.5985,$11.0648
04/08/2020,$10.9,20167050,$8.95,$10.955,$8.8
04/07/2020,$8.57,9039809,$9.01,$9.06,$8.555
04/06/2020,$8.56,10922170,$8.28,$8.79,$8.26
04/03/2020,$7.93,11429210,$8.31,$8.34,$7.85
04/02/2020,$8.28,9848983,$8.4,$8.715,$8.13
04/01/2020,$8.42,16403290,$8.48,$8.97,$8.2
03/31/2020,$8.99,20099090,$9.66,$9.73,$8.99
03/30/2020,$9.67,8771080,$9.37,$10.0599,$9.2101
03/27/2020,$9.6,10242120,$9.25,$9.72,$9.11
03/26/2020,$9.79,22780590,$9.48,$10.26,$9.1501
03/25/2020,$9.25,15973200,$9.37,$9.38,$8.55
03/24/2020,$8.83,23002620,$8.61,$9.3,$8.5
03/23/2020,$8.12,29026770,$8.76,$8.88,$7.29
03/20/2020,$7.22,14667050,$8.38,$8.4,$7.135
03/19/2020,$7.91,16505330,$7.93,$8.26,$7
03/18/2020,$7.27,17120050,$8.88,$9.1,$6.25
03/17/2020,$9.22,13725970,$9.5498,$9.6997,$8.49
03/16/2020,$8.95,14589250,$9.14,$10,$8.75
03/13/2020,$10.21,12205770,$10.01,$10.46,$9
03/12/2020,$9.06,18111500,$10.33,$10.91,$8.81
03/11/2020,$12.04,10430990,$13.53,$13.6555,$12
03/10/2020,$13.9,9255506,$13.19,$13.9,$12.75
03/09/2020,$12.62,12804060,$12.81,$13.29,$11.51
03/06/2020,$14.27,7885751,$14.59,$14.7195,$14.18
03/05/2020,$15.08,7062490,$15.05,$15.3262,$14.96
03/04/2020,$15.13,9855948,$14.99,$15.58,$14.97
03/03/2020,$14.81,7464412,$15.4,$15.44,$14.545
03/02/2020,$15.05,14760270,$15.58,$15.65,$14.88
02/28/2020,$15.5,13626390,$15.41,$16.19,$15.2
02/27/2020,$16.33,12638290,$16.19,$16.97,$14.87
02/26/2020,$16.72,9198983,$17.25,$17.59,$16.69
02/25/2020,$17.57,9600233,$17.22,$17.63,$17.1
02/24/2020,$17.25,7912597,$17.45,$17.82,$17.09
02/21/2020,$17.92,6228276,$17.66,$17.95,$17.41
02/20/2020,$17.85,8394465,$17.21,$17.85,$17.15
02/19/2020,$17.51,14456630,$16.49,$17.54,$16.42
02/18/2020,$16.09,7690901,$16.05,$16.57,$15.95
02/14/2020,$16.2,15097180,$16.76,$16.83,$15.78
02/13/2020,$16.76,5995375,$16.86,$17.333,$16.52
02/12/2020,$16.87,14108830,$17.85,$17.88,$15.85
02/11/2020,$17.9,12003340,$18,$18.34,$17.58
02/10/2020,$18.03,10945710,$17.39,$18.095,$17.21
02/07/2020,$17.35,13191510,$16.83,$17.38,$16.8
02/06/2020,$16.84,6924849,$16.96,$17.26,$16.73
02/05/2020,$16.89,10039360,$17.11,$17.44,$16.71
02/04/2020,$16.75,17597040,$17.4,$17.46,$15.83
02/03/2020,$17.27,26558290,$16.28,$17.4,$16.16
01/31/2020,$15.21,11640890,$14.89,$15.57,$14.8697
01/30/2020,$14.91,8559714,$14.67,$15.03,$14.61
01/29/2020,$15.05,14440720,$15.19,$15.32,$14.35
01/28/2020,$14.95,12483240,$14.31,$14.96,$14.27
01/27/2020,$14.04,8289862,$14,$14.33,$13.85
01/24/2020,$14.27,16386960,$13.8,$14.5,$13.8
01/23/2020,$13.73,24174780,$13.5,$14.15,$12.93
01/22/2020,$12.54,12971240,$13.27,$13.27,$12.21
01/21/2020,$13.23,10060540,$13.17,$13.66,$13.085
01/17/2020,$13.08,10251290,$12.63,$13.2,$12.63
01/16/2020,$12.63,8360653,$12.58,$12.97,$12.46
01/15/2020,$12.75,21127620,$12.57,$13.28,$12.44
01/14/2020,$11.92,24874470,$11.08,$12.31,$11.07
01/13/2020,$11.07,16036240,$10.3,$11.6,$10.3
01/10/2020,$10.2,8817447,$10.27,$10.5264,$10.17
01/09/2020,$10.26,7008361,$10.5,$10.54,$10.2
01/08/2020,$10.61,7009992,$10.45,$10.64,$10.055
01/07/2020,$10.58,5556818,$10.42,$10.84,$10.38
01/06/2020,$10.38,7105873,$10.65,$10.69,$10.36
01/03/2020,$10.57,5038213,$10.77,$10.87,$10.56
01/02/2020,$10.85,8936759,$10.91,$11,$10.77
12/31/2019,$10.87,10593480,$10.67,$11.06,$10.67
12/30/2019,$10.8,12746730,$10.25,$10.88,$10.1
12/27/2019,$10.44,9540275,$10.67,$10.78,$10.31
12/26/2019,$10.86,6313284,$10.95,$11,$10.76
12/24/2019,$10.95,4972014,$10.931,$11.07,$10.77
12/23/2019,$10.94,9931314,$10.92,$11.38,$10.77
12/20/2019,$10.99,16408360,$10.91,$11.04,$10.275
12/19/2019,$10.92,29178550,$11.08,$11.45,$10.86
12/18/2019,$11.31,43473390,$12.04,$12.12,$11.2661
12/17/2019,$10.91,35483890,$10.49,$11.13,$9.81
12/16/2019,$9.67,51454490,$8.89,$10.97,$8.635
12/13/2019,$11.24,25163130,$11.72,$11.97,$10.6
12/12/2019,$11.72,32112410,$12.05,$12.25,$11.02
12/11/2019,$12.14,41699830,$12.7,$13.09,$11.93
12/10/2019,$12.32,48641490,$11.2,$12.8,$11.13
12/09/2019,$11.18,46732370,$10.88,$11.58,$10.85
12/06/2019,$9.65,13562100,$9.63,$10.2,$9.44
12/05/2019,$9.78,21695010,$10.16,$10.16,$8.96
12/04/2019,$9.47,61181030,$8.83,$10.75,$8.8
12/03/2019,$8.52,16368860,$7.66,$8.53,$7.57
12/02/2019,$7.86,13506930,$7.52,$8,$7.5
11/29/2019,$7.46,7648429,$7.3,$7.6,$7.18
11/27/2019,$7.55,9257376,$7.44,$7.62,$7.33
11/26/2019,$7.47,11816310,$7.49,$7.6,$7.18
11/25/2019,$7.4,13125920,$7.42,$7.67,$7.355
11/22/2019,$7.31,15216340,$7.16,$7.48,$7.12
11/21/2019,$7.01,11279000,$7.19,$7.47,$6.98
11/20/2019,$7.15,11610000,$6.77,$7.15,$6.65
11/19/2019,$6.84,11670710,$7.07,$7.09,$6.75
11/18/2019,$7.09,24981910,$7.7,$7.96,$6.965
11/15/2019,$7.42,18479410,$6.76,$7.485,$6.75
11/14/2019,$6.7,12957300,$7.04,$7.04,$6.38
11/13/2019,$6.92,18212870,$7.3,$7.57,$6.71
11/12/2019,$7.06,28131160,$6.31,$7.48,$6.31
11/11/2019,$6.26,11580580,$6.49,$6.5,$5.96
11/08/2019,$6.48,15353850,$6.28,$6.5799,$6.08
11/07/2019,$6.02,25419020,$6.49,$6.89,$5.83
11/06/2019,$6.92,24278490,$7.65,$7.7,$6.485
11/05/2019,$8,37076800,$7.75,$8.2,$7.52
11/04/2019,$7.27,46564130,$6.65,$7.83,$6.6
11/01/2019,$6.43,25562140,$6.42,$6.75,$6.24
10/31/2019,$6.17,18751790,$5.97,$6.18,$5.76
10/30/2019,$6.14,56266110,$5.91,$6.35,$5.41
10/29/2019,$5.03,61729780,$4.14,$5.04,$4
10/28/2019,$3.8,90983640,$3.8,$4.72,$3.55
10/25/2019,$5,69486250,$6.01,$6.16,$4.96
10/24/2019,$7.2,26083790,$7.88,$7.9,$7.05
10/23/2019,$8.2,7177494,$8.14,$8.25,$7.97
10/22/2019,$8.1,5291478,$8.1,$8.16,$7.93
10/21/2019,$8.04,6293744,$7.76,$8.11,$7.65
10/18/2019,$7.76,14027340,$7.91,$8.06,$7.65
10/17/2019,$7.83,7904096,$7.93,$8.38,$7.81
10/16/2019,$7.88,5301502,$7.77,$7.98,$7.65
10/15/2019,$7.71,6980441,$7.6,$7.93,$7.56
10/14/2019,$7.67,12777620,$8.11,$8.11,$7.4
10/11/2019,$8.02,39578400,$8.07,$8.8,$7.8
10/10/2019,$7.79,44695470,$7.78,$8.43,$7.51
10/09/2019,$10.98,6675127,$10.9,$11.205,$10.67
10/08/2019,$10.9,10734340,$11.41,$11.58,$10.83
10/07/2019,$11.5,15780160,$11,$12.29,$10.9
10/04/2019,$10.87,16369050,$9.69,$10.97,$9.63
10/03/2019,$9.55,9771140,$9.09,$9.57,$9.01
10/02/2019,$8.96,14704230,$9.75,$9.75,$8.92
10/01/2019,$9.9,8685660,$9.86,$10.09,$9.6001
09/30/2019,$10,9353764,$10.09,$10.145,$9.59
09/27/2019,$10.12,9652480,$10.6,$10.62,$10
09/26/2019,$10.7,10164930,$10.85,$11.32,$10.62
